Index,Site ID,Site Name,Country,Architecture Type,Construction Period,Civilization,UNESCO Criteria,Mentioned Major Stone(s),Secondary Stone,Local Stone Name,Lithology,Geological Age,Formation,Colour,Texture,Minerals,Quarry,Quarry Country,Local vs Imported,Transport Distance,Structural Use,Decorative Use,Masonry Technique,Weathering,Replacement Stone,Restoration,Condition,GHSR,Heritage Stone Candidate,Geoheritage Value,UNESCO Mention,Wikipedia Mention,Research Papers,Confidence Score
407,1434.0,Chaîne des Puys - Limagne fault tectonic arena,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,80.0,Mont-Saint-Michel and its Bay,France,,,,(i)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
409,1625.0,Cordouan Lighthouse,France,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
410,1635.0,"Nice, Winter Resort Town of the Riviera",France,,,,(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
411,1657.0,Volcanoes and Forests of Mount Pelée and the Pitons of Northern Martinique,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,1569.0,The Maison Carrée of Nîmes,France,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
413,1707.0,Te Henua Enata – The Marquesas Islands,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,85.0,Prehistoric Sites and Decorated Caves of the Vézère Valley,France,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
415,1603.0,French Austral Lands and Seas,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,1725.0,Megaliths of Carnac and of the shores of Morbihan,France,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
417,230.0,Abbey Church of Saint-Savin sur Gartempe,France,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
418,600.0,"Paris, Banks of the Seine",France,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
419,868.0,Routes of Santiago de Compostela in France,France,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
420,160.0,Palace and Park of Fontainebleau,France,,,,(ii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
421,164.0,"Arles, Roman and Romanesque Monuments",France,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1147.0,Ecosystem and Relict Cultural Landscape of Lopé-Okanda,Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,1653.0,Ivindo National Park,Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,761.0,Kunta Kinteh Island and Related Sites,Gambia,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
425,709.0,Upper Svaneti,Georgia,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
426,710.0,Gelati Monastery,Georgia,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
427,708.0,Historical Monuments of Mtskheta,Georgia,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
428,1616.0,Colchic Rainforests and Wetlands,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,168.0,Speyer Cathedral,Germany,,,,(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
430,367.0,"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",Germany,,,,(i)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
431,532.0,Palaces and Parks of Potsdam and Berlin,Germany,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
432,535.0,"Collegiate Church, Castle and Old Town of Quedlinburg",Germany,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
433,624.0,Town of Bamberg,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
434,687.0,Völklingen Ironworks,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
435,783.0,Luther Memorials in Eisleben and Wittenberg,Germany,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
436,846.0,Classical Weimar,Germany,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
437,896.0,"Museumsinsel (Museum Island), Berlin",Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
438,897.0,Wartburg Castle,Germany,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
439,974.0,Monastic Island of Reichenau,Germany,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
440,975.0,Zollverein Coal Mine Industrial Complex in Essen,Germany,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
441,1066.0,Upper Middle Rhine Valley,Germany,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
442,1067.0,Historic Centres of Stralsund and Wismar,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
443,1087.0,Town Hall and Roland on the Marketplace of Bremen,Germany,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
444,1155.0,Old town of Regensburg with Stadtamhof,Germany,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1239.0,Berlin Modernism Housing Estates,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
446,623.0,"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System",Germany,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
447,187.0,St Mary's Cathedral and St Michael's Church at Hildesheim,Germany,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
448,292.0,Cologne Cathedral,Germany,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
449,272.0,Hanseatic City of Lübeck,Germany,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
450,720.0,Messel Pit Fossil Site,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,169.0,Würzburg Residence with the Court Gardens and Residence Square,Germany,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
452,1368.0,Fagus Factory in Alfeld,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
453,1379.0,Margravial Opera House Bayreuth,Germany,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
454,271.0,Pilgrimage Church of Wies,Germany,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
455,515.0,Abbey and Altenmünster of Lorsch,Germany,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
456,1413.0,Bergpark Wilhelmshöhe,Germany,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
457,3.0,Aachen Cathedral,Germany,,,,(i)(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1447.0,Carolingian Westwork and Civitas Corvey,Germany,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
459,1467.0,Speicherstadt and Kontorhaus District with Chilehaus,Germany,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
460,1527.0,Caves and Ice Age Art in the Swabian Jura,Germany,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
461,729.0,"Bauhaus and its Sites in Weimar, Dessau and Bernau",Germany,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1553.0,Archaeological Border complex of Hedeby and the Danevirke,Germany,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1580.0,Water Management System of Augsburg,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
464,1470.0,Naumburg Cathedral,Germany,,,,(i)(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
465,1614.0,Mathildenhöhe Darmstadt,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
466,534.0,Garden Kingdom of Dessau-Wörlitz,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
467,546.0,Maulbronn Monastery Complex,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1636.0,"ShUM Sites of Speyer, Worms and Mainz",Germany,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
469,1656.0,Jewish-Medieval Heritage of Erfurt,Germany,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1705.0,Schwerin Residence Ensemble,Germany,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
471,1726.0,"The Palaces of King Ludwig II of Bavaria: Neuschwanstein, Linderhof, Schachen and Herrenchiemsee",Germany,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
472,288.0,Castles of Augustusburg and Falkenlust at Brühl,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
473,34.0,"Forts and Castles, Volta, Greater Accra, Central and Western Regions",Ghana,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
474,35.0,Asante Traditional Buildings,Ghana,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
475,392.0,Temple of Apollo Epicurius at Bassae,Greece,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
476,393.0,Archaeological Site of Delphi,Greece,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
477,404.0,"Acropolis, Athens",Greece,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
478,454.0,Mount Athos,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,455.0,Meteora,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,456.0,Paleochristian and Byzantine Monuments of Thessalonika,Greece,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
481,491.0,Sanctuary of Asklepios at Epidaurus,Greece,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
482,493.0,Medieval City of Rhodes,Greece,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
483,511.0,Archaeological Site of Mystras,Greece,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
484,517.0,Archaeological Site of Olympia,Greece,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
485,530.0,Delos,Greece,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
486,537.0,"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",Greece,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
487,595.0,Pythagoreion and Heraion of Samos,Greece,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
488,780.0,Archaeological Site of Aigai (modern name Vergina),Greece,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
489,941.0,Archaeological Sites of Mycenae and Tiryns,Greece,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
490,942.0,The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,Greece,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
491,978.0,Old Town of Corfu,Greece,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1517.0,Archaeological Site of Philippi,Greece,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
493,1695.0,Zagori Cultural Landscape,Greece,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
494,1733.0,Minoan Palatial Centres,Greece,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
495,64.0,Tikal National Park,Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,65.0,Antigua Guatemala,Guatemala,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
497,149.0,Archaeological Park and Ruins of Quirigua,Guatemala,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1663.0,National Archaeological Park Tak’alik Ab’aj,Guatemala,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1431.0,Coastal and Marine Ecosystems of the Bijagós Archipelago – Omatí Minhô,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,180.0,"National History Park – Citadel, Sans Souci, Ramiers",Haiti,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
501,286.0,Vatican City,Holy See,,,,(i)(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
502,196.0,Río Plátano Biosphere Reserve,Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,129.0,Maya Site of Copan,Honduras,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
504,400.0,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",Hungary,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
505,401.0,Old Village of Hollókő and its Surroundings,Hungary,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
506,474.0,Hortobágy National Park - the <i>Puszta</i>,Hungary,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
507,758.0,Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,Hungary,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
508,853.0,Early Christian Necropolis of Pécs (Sopianae),Hungary,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
509,1063.0,Tokaj Wine Region Historic Cultural Landscape,Hungary,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
510,1152.0,Þingvellir National Park,Iceland,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
511,1267.0,Surtsey,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1604.0,Vatnajökull National Park - Dynamic Nature of Fire and Ice,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,233.0,"Qutb Minar and its Monuments, Delhi",India,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
514,234.0,Churches and Convents of Goa,India,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
515,239.0,Group of Monuments at Pattadakal,India,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
516,240.0,Khajuraho Group of Monuments,India,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
517,242.0,Ajanta Caves,India,,,,(i)(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
518,243.0,Ellora Caves,India,,,,(i)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
519,244.0,Elephanta Caves,India,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
520,246.0,"Sun Temple, Konârak",India,,,,(i)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
521,249.0,Group of Monuments at Mahabalipuram,India,,,,(i)(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
522,250.0,Great Living Chola Temples,India,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
523,251.0,Agra Fort,India,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
524,252.0,Taj Mahal,India,Indo-Islamic sepulchral architecture,1632 AD - 1653 AD (Main mausoleum completed 1648 AD),Mughal Empire,(i) to represent a masterpiece of human creative genius;,White Marble,Red Sandstone,Makrana Marble (Note: This is historically accurate but missing from the official UNESCO text),Sedimentary (Quartzarenite),proterozoic,Vindhyan Supergroup,Pure white with greyish veins,Fine to medium-grained,"Calcite (chiefly), with minor quartz and mica","Makrana, Rajasthan",india,Imported,~300 km (from Makrana quarries to Agra),"Main tomb structure, minarets, platforms, domes, and wall veneering.","Exquisite octagonal marble lattice screens, pietra dura stone intarsia inlay (using precious/semi-precious stones), floral relief motifs, and Arabic calligraphic inscriptions.",Brick-in-lime mortar core veneered with dressed stone slices.,,,,,,,,No,,,
525,255.0,Fatehpur Sikri,India,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
526,335.0,Nanda Devi and Valley of Flowers National Parks,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,337.0,Kaziranga National Park,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,338.0,Manas Wildlife Sanctuary,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,340.0,Keoladeo National Park,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,452.0,Sundarbans National Park,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,524.0,Buddhist Monuments at Sanchi,India,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
532,925.0,Rock Shelters of Bhimbetka,India,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
533,945.0,Chhatrapati Shivaji Terminus (formerly Victoria Terminus),India,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1056.0,Mahabodhi Temple Complex at Bodh Gaya,India,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1101.0,Champaner-Pavagadh Archaeological Park,India,,,,(iii)(iv)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
536,231.0,Red Fort Complex,India,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
537,944.0,Mountain Railways of India,India,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
538,1338.0,"The Jantar Mantar, Jaipur",India,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
539,1342.0,Western Ghats,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,241.0,Group of Monuments at Hampi,India,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
541,247.0,Hill Forts of Rajasthan,India,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
542,922.0,"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat",India,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
543,1406.0,Great Himalayan National Park Conservation Area,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1480.0,Victorian Gothic and Art Deco Ensembles of Mumbai,India,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
545,1502.0,"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar",India,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1513.0,Khangchendzonga National Park,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,1551.0,Historic City of Ahmadabad,India,,,,(ii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
548,232.0,"Humayun's Tomb, Delhi",India,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
549,1605.0,"Jaipur City, Rajasthan",India,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
550,1645.0,Dholavira: a Harappan City,India,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
551,1375.0,Santiniketan,India,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1670.0,Sacred Ensembles of the Hoysalas,India,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1711.0,Moidams – the Mound-Burial System of the Ahom Dynasty,India,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1739.0,Maratha Military Landscapes of India,India,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
555,1570.0,"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",India,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
556,592.0,Borobudur Temple Compounds,Indonesia,,,,(i)(ii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
557,593.0,Sangiran Early Man Site,Indonesia,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
558,608.0,Ujung Kulon National Park,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,609.0,Komodo National Park,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,642.0,Prambanan Temple Compounds,Indonesia,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
561,955.0,Lorentz National Park,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,1167.0,Tropical Rainforest Heritage of Sumatra,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,1194.0,Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy,Indonesia,,,,(iii)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
564,1610.0,Ombilin Coal Mining Heritage of Sawahlunto,Indonesia,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
565,1671.0,The Cosmological Axis of Yogyakarta and its Historic Landmarks,Indonesia,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
566,113.0,Tchogha Zanbil,Iran (Islamic Republic of),,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
567,114.0,Persepolis,Iran (Islamic Republic of),,,,(i)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
568,115.0,"Meidan Emam, Esfahan",Iran (Islamic Republic of),,,,(i)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
569,1077.0,Takht-e Soleyman,Iran (Islamic Republic of),,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
570,1106.0,Pasargadae,Iran (Islamic Republic of),,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
571,1188.0,Soltaniyeh,Iran (Islamic Republic of),,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
572,1222.0,Bisotun,Iran (Islamic Republic of),,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
573,1262.0,Armenian Monastic Ensembles of Iran,Iran (Islamic Republic of),,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
574,1208.0,Bam and its Cultural Landscape,Iran (Islamic Republic of),,,,(ii)(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
575,1315.0,Shushtar Historical Hydraulic System,Iran (Islamic Republic of),,,,(i)(ii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
576,1345.0,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,Iran (Islamic Republic of),,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
577,1346.0,Tabriz Historic Bazaar Complex,Iran (Islamic Republic of),,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
578,1372.0,The Persian Garden,Iran (Islamic Republic of),,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
579,1397.0,Masjed-e Jāmé of Isfahan,Iran (Islamic Republic of),,,,(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
580,1398.0,Gonbad-e Qābus,Iran (Islamic Republic of),,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
581,1422.0,Golestan Palace,Iran (Islamic Republic of),,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
582,1455.0,Susa,Iran (Islamic Republic of),,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1456.0,Shahr-i Sokhta,Iran (Islamic Republic of),,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1423.0,Cultural Landscape of Maymand,Iran (Islamic Republic of),,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1505.0,Lut Desert,Iran (Islamic Republic of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1506.0,The Persian Qanat,Iran (Islamic Republic of),,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
587,1544.0,Historic City of Yazd,Iran (Islamic Republic of),,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
588,1568.0,Sassanid Archaeological Landscape of Fars Region,Iran (Islamic Republic of),,,,(ii)(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
589,1585.0,Trans-Iranian Railway,Iran (Islamic Republic of),,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
590,1647.0,Cultural Landscape of Hawraman/Uramanat,Iran (Islamic Republic of),,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
591,1668.0,The Persian Caravanserai,Iran (Islamic Republic of),,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
592,1716.0,Hegmataneh,Iran (Islamic Republic of),,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
593,1744.0,Prehistoric Sites of the Khorramabad Valley,Iran (Islamic Republic of),,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
594,277.0,Hatra,Iraq,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
595,1130.0,Ashur (Qal'at Sherqat),Iraq,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
596,276.0,Samarra Archaeological City,Iraq,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
597,1437.0,Erbil Citadel,Iraq,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
598,1481.0,The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,278.0,Babylon,Iraq,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
600,659.0,Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,Ireland,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
601,757.0,Sceilg Mhichíl,Ireland,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
602,1040.0,Masada,Israel,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1042.0,Old City of Acre,Israel,,,,(ii)(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1096.0,White City of Tel-Aviv – the Modern Movement,Israel,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1107.0,Incense Route - Desert Cities in the Negev,Israel,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
606,1108.0,"Biblical Tels - Megiddo, Hazor, Beer Sheba",Israel,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
607,1220.0,Bahá’i Holy Places in Haifa and the Western Galilee,Israel,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
