Index,Site ID,Site Name,Country,Architecture Type,Construction Period,Civilization,UNESCO Criteria,Mentioned Major Stone(s),Secondary Stone,Local Stone Name,Lithology,Geological Age,Formation,Colour,Texture,Minerals,Quarry,Quarry Country,Local vs Imported,Transport Distance,Structural Use,Decorative Use,Masonry Technique,Weathering,Replacement Stone,Restoration,Condition,GHSR,Heritage Stone Candidate,Geoheritage Value,UNESCO Mention,Wikipedia Mention,Research Papers,Confidence Score
1011,312.0,Monuments of Oviedo and the Kingdom of the Asturias,Spain,,,,(i)(ii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,313.0,Historic Centre of Cordoba,Spain,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,314.0,"Alhambra, Generalife and Albayzín, Granada",Spain,,,,(i)(iii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,318.0,"Monastery and Site of the Escurial, Madrid",Spain,,,,(i)(ii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,320.0,Works of Antoni Gaudí,Spain,,,,(i)(ii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,347.0,Santiago de Compostela (Old Town),Spain,,,,(i)(ii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,379.0,Historic City of Toledo,Spain,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,380.0,Garajonay National Park,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,381.0,Old City of Salamanca,Spain,,,,(i)(ii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,417.0,"Ibiza, Biodiversity and Culture",Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,518.0,Poblet Monastery,Spain,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,522.0,Renaissance Monumental Ensembles of Úbeda and Baeza,Spain,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,664.0,Archaeological Ensemble of Mérida,Spain,,,,(iii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,665.0,Royal Monastery of Santa María de Guadalupe,Spain,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,685.0,Doñana National Park,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,781.0,Historic Walled Town of Cuenca,Spain,,,,(ii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,782.0,La Lonja de la Seda de Valencia,Spain,,,,(i)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,803.0,Las Médulas,Spain,,,,(i)(ii)(iii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,805.0,San Millán Yuso and Suso Monasteries,Spain,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,874.0,Rock Art of the Mediterranean Basin on the Iberian Peninsula,Spain,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,875.0,Archaeological Ensemble of Tarraco,Spain,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,876.0,University and Historic Precinct of Alcalá de Henares,Spain,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,929.0,San Cristóbal de La Laguna,Spain,,,,(ii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,930.0,Palmeral of Elche,Spain,,,,(ii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,987.0,Roman Walls of Lugo,Spain,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,988.0,Catalan Romanesque Churches of the Vall de Boí,Spain,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,989.0,Archaeological Site of Atapuerca,Spain,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,1044.0,Aranjuez Cultural Landscape,Spain,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,1217.0,Vizcaya Bridge,Spain,,,,(i)(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,1258.0,Teide National Park,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,310.0,Cave of Altamira and Paleolithic Cave Art of Northern Spain,Spain,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,348.0,Old Town of Ávila with its Extra-Muros Churches,Spain,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,1312.0,Tower of Hercules,Spain,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,804.0,"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",Spain,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,383.0,"Cathedral, Alcázar and Archivo de Indias in Seville",Spain,,,,(i)(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,1371.0,Cultural Landscape of the Serra de Tramuntana,Spain,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,669.0,Routes of Santiago de Compostela: <i>Camino Francés</i> and Routes of Northern Spain,Spain,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,316.0,Burgos Cathedral,Spain,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,1501.0,Antequera Dolmens Site,Spain,,,,(i)(iii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,311.0,Old Town of Segovia and its Aqueduct,Spain,,,,(i)(iii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,378.0,Mudejar Architecture of Aragon,Spain,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,384.0,Old Town of Cáceres,Spain,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,1560.0,Caliphate City of Medina Azahara,Spain,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,1578.0,Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,Spain,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,1528.0,Talayotic Menorca,Spain,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,1618.0,"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences",Spain,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,200.0,Sacred City of Anuradhapura,Sri Lanka,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,201.0,Ancient City of Polonnaruwa,Sri Lanka,,,,(i)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,202.0,Ancient City of Sigiriya,Sri Lanka,,,,(ii)(iii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,405.0,Sinharaja Forest Reserve,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,450.0,Sacred City of Kandy,Sri Lanka,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,451.0,Old Town of Galle and its Fortifications,Sri Lanka,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,561.0,Rangiri Dambulla Cave Temple,Sri Lanka,,,,(i)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,1203.0,Central Highlands of Sri Lanka,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,1433.0,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",State of Palestine,,,,(i)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,1492.0,"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir",State of Palestine,,,,(i)(v)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,1565.0,Hebron/Al-Khalil Old Town,State of Palestine,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,1687.0,Ancient Jericho/Tell es-Sultan,State of Palestine,,,,(iii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,1749.0,Saint Hilarion Monastery/ Tell Umm Amer,State of Palestine,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,1073.0,Gebel Barkal and the Sites of the Napatan Region,Sudan,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,1336.0,Archaeological Sites of the Island of Meroe,Sudan,,,,(ii)(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,262.0,Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,940.0,Historic Inner City of Paramaribo,Suriname,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,1017.0,Central Suriname Nature Reserve,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,1680.0,Jodensavanne Archaeological Site: Jodensavanne Settlement and Cassipora Creek Cemetery,Suriname,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,555.0,Birka and Hovgården,Sweden,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,556.0,Engelsberg Ironworks,Sweden,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,557.0,Rock Carvings in Tanum,Sweden,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,558.0,Skogskyrkogården,Sweden,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,731.0,Hanseatic Town of Visby,Sweden,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,762.0,"Church Town of Gammelstad, Luleå",Sweden,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,774.0,Laponian Area,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,871.0,Naval Port of Karlskrona,Sweden,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,968.0,Agricultural Landscape of Southern Öland,Sweden,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,1027.0,Mining Area of the Great Copper Mountain in Falun,Sweden,,,,(ii)(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,1134.0,"Grimeton Radio Station, Varberg",Sweden,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,1282.0,Decorated Farmhouses of Hälsingland,Sweden,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,559.0,Royal Domain of Drottningholm,Sweden,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,267.0,Old City of Berne,Switzerland,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,268.0,Abbey of St Gall,Switzerland,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,269.0,Benedictine Convent of St John at Müstair,Switzerland,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,1037.0,Swiss Alps Jungfrau-Aletsch,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,1243.0,"Lavaux, Vineyard Terraces",Switzerland,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,1179.0,Swiss Tectonic Arena Sardona,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,1302.0,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",Switzerland,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,884.0,"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",Switzerland,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,21.0,Ancient City of Aleppo,Syrian Arab Republic,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,1229.0,Crac des Chevaliers and Qal’at Salah El-Din,Syrian Arab Republic,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,1348.0,Ancient Villages of Northern Syria,Syrian Arab Republic,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,20.0,Ancient City of Damascus,Syrian Arab Republic,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,22.0,Ancient City of Bosra,Syrian Arab Republic,,,,(i)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,23.0,Site of Palmyra,Syrian Arab Republic,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,1141.0,Proto-urban Site of Sarazm,Tajikistan,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,1252.0,Tajik National Park (Mountains of the Pamirs),Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,1685.0,Tugay forests of the Tigrovaya Balka Nature Reserve,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,1627.0,Cultural Heritage Sites of Ancient Khuttal,Tajikistan,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,574.0,Historic Town of Sukhothai and Associated Historic Towns,Thailand,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,575.0,Ban Chiang Archaeological Site,Thailand,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,576.0,Historic City of Ayutthaya,Thailand,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,590.0,Dong Phayayen-Khao Yai Forest Complex,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,591.0,Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,1461.0,Kaeng Krachan Forest Complex,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,1662.0,The Ancient Town of Si Thep and its Associated Dvaravati Monuments,Thailand,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,1507.0,"Phu Phrabat, a testimony to the Sīma stone tradition of the Dvaravati period",Thailand,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,8.0,Ichkeul National Park,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,37.0,Archaeological Site of Carthage,Tunisia,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,332.0,Punic Town of Kerkuane and its Necropolis,Tunisia,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,794.0,Dougga / Thugga,Tunisia,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,38.0,Amphitheatre of El Jem,Tunisia,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,499.0,Kairouan,Tunisia,,,,(i)(ii)(iii)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,498.0,Medina of Sousse,Tunisia,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,36.0,Medina of Tunis,Tunisia,,,,(ii)(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,1640.0,Djerba: Testimony to a settlement pattern in an island territory,Tunisia,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,357.0,Göreme National Park and the Rock Sites of Cappadocia,Türkiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,358.0,Great Mosque and Hospital of Divriği,Türkiye,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,377.0,Hattusha: the Hittite Capital,Türkiye,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,448.0,Nemrut Dağ,Türkiye,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,484.0,Xanthos-Letoon,Türkiye,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,485.0,Hierapolis-Pamukkale,Türkiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,614.0,City of Safranbolu,Türkiye,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,849.0,Archaeological Site of Troy,Türkiye,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,1366.0,Selimiye Mosque and its Social Complex,Türkiye,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,1405.0,Neolithic Site of Çatalhöyük,Türkiye,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,1452.0,Bursa and Cumalıkızık: the Birth of the Ottoman Empire,Türkiye,,,,(i)(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,1457.0,Pergamon and its Multi-Layered Cultural Landscape,Türkiye,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,1018.0,Ephesus,Türkiye,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,1488.0,Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,Türkiye,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,1518.0,Archaeological Site of Ani,Türkiye,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,1519.0,Aphrodisias,Türkiye,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,1572.0,Göbekli Tepe,Türkiye,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,356.0,Historic Areas of Istanbul,Türkiye,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,1622.0,Arslantepe Mound,Türkiye,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,1669.0,Gordion,Türkiye,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,1694.0,Wooden Hypostyle Mosques of Medieval Anatolia,Türkiye,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,1731.0,Sardis and the Lydian Tumuli of Bin Tepe,Türkiye,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,886.0,State Historical and Cultural Park “Ancient Merv”,Turkmenistan,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,1199.0,Kunya-Urgench,Turkmenistan,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,1242.0,Parthian Fortresses of Nisa,Turkmenistan,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,682.0,Bwindi Impenetrable National Park,Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,684.0,Rwenzori Mountains National Park,Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,1022.0,Tombs of Buganda Kings at Kasubi,Uganda,,,,(i)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,865.0,L'viv – the Ensemble of the Historic Centre,Ukraine,,,,(ii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,1330.0,Residence of Bukovinian and Dalmatian Metropolitans,Ukraine,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,1411.0,Ancient City of Tauric Chersonese and its Chora,Ukraine,,,,(ii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,527.0,"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra",Ukraine,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,1703.0,The Historic Centre of Odesa,Ukraine,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,1343.0,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",United Arab Emirates,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,1735.0,Faya Palaeolandscape,United Arab Emirates,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,371.0,Ironbridge Gorge,United Kingdom of Great Britain and Northern Ireland,,,,(i)(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,374.0,Castles and Town Walls of King Edward in Gwynedd,United Kingdom of Great Britain and Northern Ireland,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,425.0,Blenheim Palace,United Kingdom of Great Britain and Northern Ireland,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,428.0,City of Bath,United Kingdom of Great Britain and Northern Ireland,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,429.0,New Lanark,United Kingdom of Great Britain and Northern Ireland,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,487.0,Henderson Island,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,488.0,Tower of London,United Kingdom of Great Britain and Northern Ireland,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,496.0,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",United Kingdom of Great Britain and Northern Ireland,,,,(i)(ii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,728.0,Old and New Towns of Edinburgh,United Kingdom of Great Britain and Northern Ireland,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,740.0,Gough and Inaccessible Islands,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,795.0,Maritime Greenwich,United Kingdom of Great Britain and Northern Ireland,,,,(i)(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,983.0,"Historic Town of St George and Related Fortifications, Bermuda",United Kingdom of Great Britain and Northern Ireland,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,984.0,Blaenavon Industrial Landscape,United Kingdom of Great Britain and Northern Ireland,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,1028.0,Saltaire,United Kingdom of Great Britain and Northern Ireland,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,1029.0,Dorset and East Devon Coast,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,1030.0,Derwent Valley Mills,United Kingdom of Great Britain and Northern Ireland,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,1084.0,"Royal Botanic Gardens, Kew",United Kingdom of Great Britain and Northern Ireland,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,1215.0,Cornwall and West Devon Mining Landscape,United Kingdom of Great Britain and Northern Ireland,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,1303.0,Pontcysyllte Aqueduct and Canal,United Kingdom of Great Britain and Northern Ireland,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,373.0,"Stonehenge, Avebury and Associated Sites",United Kingdom of Great Britain and Northern Ireland,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,370.0,Durham Castle and Cathedral,United Kingdom of Great Britain and Northern Ireland,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,426.0,Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,United Kingdom of Great Britain and Northern Ireland,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,372.0,Studley Royal Park including the Ruins of Fountains Abbey,United Kingdom of Great Britain and Northern Ireland,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,1485.0,The Forth Bridge,United Kingdom of Great Britain and Northern Ireland,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,1500.0,Gorham's Cave Complex,United Kingdom of Great Britain and Northern Ireland,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,514.0,Heart of Neolithic Orkney,United Kingdom of Great Britain and Northern Ireland,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,422.0,The English Lake District,United Kingdom of Great Britain and Northern Ireland,,,,(ii)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,369.0,Giant's Causeway and Causeway Coast,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,387.0,St Kilda,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,1594.0,Jodrell Bank Observatory,United Kingdom of Great Britain and Northern Ireland,,,,(i)(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,1633.0,The Slate Landscape of Northwest Wales,United Kingdom of Great Britain and Northern Ireland,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,1722.0,The Flow Country,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,144.0,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,United Republic of Tanzania,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,156.0,Serengeti National Park,United Republic of Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,173.0,Stone Town of Zanzibar,United Republic of Tanzania,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,403.0,Kilimanjaro National Park,United Republic of Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,1183.0,Kondoa Rock-Art Sites,United Republic of Tanzania,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,39.0,Ngorongoro Conservation Area,United Republic of Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,199.0,Selous Game Reserve,United Republic of Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,27.0,Mesa Verde National Park,United States of America,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,28.0,Yellowstone National Park,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,75.0,Grand Canyon National Park,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,76.0,Everglades National Park,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,78.0,Independence Hall,United States of America,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,134.0,Redwood National and State Parks,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,150.0,Mammoth Cave National Park,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,151.0,Olympic National Park,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,259.0,Great Smoky Mountains National Park,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
